Gene1,Gene2,Score
AT1G12940,AT2G15620,2.8001445e-05
AT4G21870,AT1G30720,2.7998998000000002e-05
AT2G44490,AT1G30720,2.7994185000000003e-05
AT4G01250,AT1G64280,2.7979070000000002e-05
AT4G28140,AT5G50200,2.7972334e-05
AT4G27730,AT5G39580,2.7970023e-05
AT2G02220,AT5G40780,2.7959784e-05
AT1G65690,AT1G61380,2.7947175e-05
AT5G48430,AT3G19930,2.7936840000000003e-05
AT1G72300,AT5G46330,2.7916789e-05
AT4G35180,AT3G59880,2.7909517e-05
AT5G20480,AT2G25470,2.7887796e-05
AT1G64280,AT3G19930,2.7868815e-05
AT1G08090,AT1G70530,2.7862934e-05
AT2G39530,AT2G31400,2.7860016e-05
AT3G50480,AT4G21410,2.783315e-05
AT5G66420,AT1G05300,2.7829117e-05
AT2G44370,AT4G28140,2.7827842e-05
AT5G40780,AT1G30720,2.7819196000000002e-05
AT2G38900,AT1G51620,2.7814032000000003e-05
AT5G20480,AT1G51680,2.7804840000000005e-05
AT4G30190,AT1G61360,2.7803986e-05
AT1G19380,AT2G30360,2.7797858000000002e-05
AT3G19930,AT1G05300,2.7793374e-05
AT5G46330,AT5G48430,2.7786551e-05
AT2G30490,AT4G21410,2.7765243e-05
AT1G51890,AT1G64170,2.7761466999999998e-05
AT2G31400,AT1G49000,2.7756301e-05
AT2G01950,AT5G46330,2.7742302e-05
AT2G44490,AT2G30360,2.7738175e-05
AT4G38560,AT1G14780,2.7737604e-05
AT3G25882,AT5G48430,2.7695896e-05
AT3G21080,AT5G48430,2.7687696e-05
AT4G35180,AT2G36690,2.7685826000000003e-05
AT2G15620,AT4G33430,2.7682645e-05
AT1G02450,AT4G39400,2.7681628e-05
AT3G22060,AT2G31400,2.7658336e-05
AT1G51890,AT1G72300,2.7657963e-05
AT1G37130,AT2G41220,2.7635262e-05
AT5G01540,AT4G39400,2.762703e-05
AT4G39400,AT1G30720,2.7601733e-05
AT2G19190,AT5G40780,2.759822e-05
AT1G14780,AT1G08090,2.757188e-05
AT4G33430,AT1G30720,2.7557315e-05
AT1G52200,AT2G36690,2.7535312e-05
AT4G01700,AT1G52200,2.7533344000000003e-05
AT1G19380,AT1G37130,2.7501837e-05
AT1G70530,AT1G51620,2.7467851e-05
AT5G07440,AT5G46330,2.7458193999999998e-05
AT3G48650,AT2G30490,2.7439602e-05
AT2G42360,AT5G53110,2.7432985e-05
AT1G12940,AT4G21870,2.7426315e-05
AT1G19380,AT1G72300,2.7418779999999998e-05
AT1G51680,AT3G52450,2.7412192e-05
AT5G20250,AT4G20000,2.7409811e-05
AT2G01950,AT4G31800,2.7380194000000003e-05
AT2G36690,AT4G28140,2.7359389e-05
AT5G04140,AT1G37130,2.7344426e-05
AT2G25000,AT1G30720,2.7341426e-05
AT2G37710,AT4G01250,2.7337554e-05
AT1G21670,AT4G38560,2.7335407000000002e-05
AT1G65490,AT4G30190,2.7334861e-05
AT3G21080,AT4G27730,2.7327073999999997e-05
AT5G01540,AT1G52200,2.7315440000000002e-05
AT1G12940,AT1G08090,2.7307777e-05
AT5G66420,AT3G45060,2.7277887e-05
AT5G06950,AT4G24160,2.7258577e-05
AT5G54160,AT3G50470,2.7245734999999998e-05
AT5G59080,AT1G72300,2.7240429e-05
AT2G38900,AT2G31400,2.7234231e-05
AT4G27730,AT1G51800,2.7227325e-05
AT4G39400,AT2G19190,2.7214806e-05
AT3G48650,AT3G46280,2.7210957e-05
AT4G39400,AT2G30490,2.7207937999999998e-05
AT4G23210,AT1G64280,2.7195560999999998e-05
AT2G31400,AT2G42360,2.7195352e-05
AT5G04140,AT3G52450,2.7179306999999998e-05
AT1G51620,AT4G28140,2.7173892000000002e-05
AT3G52450,AT5G06950,2.7173572e-05
AT1G64170,AT1G30730,2.7156275e-05
AT2G37710,AT5G44585,2.715124e-05
AT2G31400,AT4G20000,2.714329e-05
AT5G46330,AT2G44380,2.7129607999999997e-05
AT1G08090,AT1G14780,2.7120128e-05
AT1G70530,AT3G29034,2.709781e-05
AT1G51680,AT1G30730,2.7090879e-05
AT3G46280,AT5G46330,2.7058784000000002e-05
AT4G21870,AT3G45060,2.7057296000000002e-05
AT4G28140,AT2G30490,2.7057122e-05
AT2G31400,AT3G50480,2.7056305e-05
AT4G20860,AT1G49000,2.7050575e-05
AT3G50480,AT5G01540,2.7024926999999997e-05
AT2G42360,AT3G50470,2.7024433e-05
AT3G45060,AT3G50480,2.7004704e-05
AT2G42360,AT5G44585,2.6995713000000002e-05
AT3G26210,AT1G61360,2.6988988e-05
AT3G50480,AT5G13930,2.6983209e-05
AT3G59880,AT3G19010,2.6971181999999998e-05
AT3G19010,AT4G31800,2.6969157e-05
AT2G30490,AT3G50480,2.6948594e-05
AT2G22122,AT1G30720,2.694683e-05
AT4G23210,AT1G72300,2.6938854999999997e-05
AT5G20250,AT2G31400,2.6930587e-05
AT5G20480,AT3G21080,2.6919706000000002e-05
AT1G19380,AT1G61380,2.6919437e-05
AT1G30730,AT1G64170,2.6914868e-05
AT5G55050,AT2G15620,2.6896601000000002e-05
AT5G48430,AT5G53110,2.6884809999999998e-05
AT1G61360,AT5G20250,2.6881351e-05
AT2G36690,AT2G22122,2.6870039000000002e-05
AT3G49780,AT4G21870,2.686792e-05
AT4G08850,AT1G30730,2.6839989e-05
AT4G31800,AT1G12940,2.6810123e-05
AT2G22122,AT1G21670,2.6791784e-05
AT5G06950,AT1G64280,2.6782158e-05
AT1G51800,AT1G14780,2.6778986e-05
AT2G31400,AT1G72300,2.6749829e-05
AT2G37710,AT5G20480,2.6735226e-05
AT1G64170,AT5G20250,2.6734477e-05
AT1G35160,AT3G52450,2.6716236e-05
AT1G35160,AT4G20860,2.6712372e-05
AT1G51680,AT4G21410,2.669737e-05
AT2G36690,AT2G30490,2.6695640000000002e-05
AT3G49780,AT5G01540,2.6671212e-05
AT3G59880,AT3G45060,2.6665615e-05
AT5G20250,AT5G04140,2.6627350000000002e-05
AT2G39200,AT1G51890,2.6620659999999998e-05
AT1G51680,AT4G28140,2.6620351e-05
AT1G35160,AT1G02450,2.6619594999999998e-05
AT1G08090,AT3G19010,2.6606354e-05
AT3G22060,AT5G66420,2.6604022e-05
AT4G23210,AT1G14780,2.6602170000000002e-05
AT5G44585,AT5G10450,2.6598555e-05
AT1G70530,AT2G36690,2.6598440000000002e-05
AT5G37600,AT2G02220,2.6577372e-05
AT2G30360,AT3G25882,2.655987e-05
AT4G01700,AT1G02450,2.6557465000000002e-05
AT1G19380,AT1G12940,2.6541565999999997e-05
AT3G46280,AT1G30730,2.6538653e-05
AT1G02450,AT1G70530,2.6536158e-05
AT3G26210,AT2G30490,2.6525127000000002e-05
AT4G21410,AT2G01950,2.6524349000000004e-05
AT3G19930,AT1G35160,2.6519996000000003e-05
AT3G19010,AT1G64280,2.6486415999999998e-05
AT3G59880,AT2G17740,2.6483047000000002e-05
AT1G35160,AT1G19380,2.6478685e-05
AT1G14780,AT4G01700,2.6460099e-05
AT4G28140,AT1G77380,2.6440450000000002e-05
AT1G64280,AT4G31550,2.6414633e-05
AT3G59880,AT5G46330,2.6412632e-05
AT2G37040,AT3G45060,2.6411100000000002e-05
AT5G53110,AT4G31550,2.6405641999999998e-05
AT4G31800,AT5G53460,2.6401415999999998e-05
AT5G06950,AT3G59880,2.639853e-05
AT2G44380,AT2G39530,2.6395704e-05
AT5G48430,AT2G15620,2.6395495e-05
AT4G35180,AT4G08850,2.6384016e-05
AT5G10450,AT4G23210,2.6372783e-05
AT4G28140,AT1G08090,2.6357158e-05
AT2G15620,AT3G19010,2.6343006999999997e-05
AT2G01950,AT5G44585,2.6342732000000002e-05
AT2G42360,AT3G26210,2.6331938000000002e-05
AT1G51800,AT4G39400,2.6320757e-05
AT4G20860,AT1G19380,2.632038e-05
AT5G20250,AT4G24160,2.6317795e-05
AT2G41220,AT2G44380,2.6307405e-05
AT5G53110,AT1G61360,2.630473e-05
AT5G40780,AT5G55050,2.628802e-05
AT5G39580,AT2G15620,2.6286432e-05
AT2G30360,AT2G44380,2.6250900000000003e-05
AT2G30490,AT2G44380,2.6243863e-05
AT3G26210,AT1G14780,2.6238083999999998e-05
AT5G37600,AT4G24160,2.6221590000000002e-05
AT5G06950,AT4G30190,2.6212977999999998e-05
AT2G37040,AT2G15620,2.6209691e-05
AT5G66420,AT5G53110,2.6190768e-05
AT3G22060,AT4G27730,2.6188887e-05
AT1G65690,AT1G15950,2.6155448999999998e-05
AT4G20000,AT4G35180,2.615226e-05
AT5G59080,AT1G51800,2.6144739e-05
AT2G30490,AT1G70530,2.6142507999999998e-05
AT3G22060,AT3G46280,2.6137142e-05
AT4G38560,AT4G21410,2.6132437e-05
AT4G39400,AT1G61360,2.6129306e-05
AT4G21870,AT1G05300,2.6127964000000003e-05
AT2G38900,AT4G20000,2.6124211e-05
AT1G30730,AT4G33430,2.6103629999999997e-05
AT4G28140,AT5G53110,2.6101885e-05
AT3G25882,AT3G46280,2.6086118e-05
AT2G37710,AT2G42360,2.6079369999999998e-05
AT2G15620,AT1G15950,2.6076033000000003e-05
AT3G50480,AT5G20250,2.6070187e-05
AT2G19190,AT3G25882,2.6058677e-05
AT1G02450,AT1G64280,2.6052665000000003e-05
AT4G28140,AT4G08850,2.6052435999999997e-05
AT1G65690,AT5G10450,2.6043600000000003e-05
AT1G61380,AT5G53460,2.6029306999999997e-05
AT5G55050,AT4G08850,2.6003089999999998e-05
AT1G49000,AT4G30190,2.6001929999999998e-05
AT1G02450,AT2G39200,2.5999148e-05
AT1G72300,AT5G13930,2.5976216e-05
AT3G59880,AT5G10450,2.5960411e-05
AT2G41220,AT4G21870,2.5930414e-05
AT2G15620,AT5G20480,2.5912559e-05
AT5G06950,AT4G01250,2.5912179e-05
AT2G39200,AT5G53460,2.5908561e-05
AT2G38900,AT4G30190,2.5895786e-05
AT5G39580,AT5G10450,2.5888852e-05
AT3G52450,AT3G21080,2.5888829e-05
AT1G61380,AT2G30490,2.5884126e-05
AT1G35160,AT5G44585,2.5879243999999998e-05
AT2G25000,AT4G08850,2.587416e-05
AT5G37600,AT5G53460,2.5872431999999997e-05
AT4G31550,AT4G20000,2.5860560999999998e-05
AT5G50200,AT2G01950,2.5851463e-05
AT3G59880,AT1G51680,2.5847054e-05
AT1G64170,AT2G39200,2.5842066e-05
AT4G30190,AT1G72300,2.583208e-05
AT5G20480,AT5G37600,2.5831967e-05
AT2G37040,AT4G20000,2.5824997e-05
AT2G44490,AT2G19190,2.5816027e-05
AT5G40780,AT1G61360,2.5814647e-05
AT1G14780,AT2G44370,2.5799778e-05
AT1G49000,AT5G20250,2.5792771e-05
AT4G38560,AT1G15950,2.5791305000000002e-05
AT5G53110,AT4G33430,2.5784845999999997e-05
AT4G08850,AT5G10450,2.5781929999999997e-05
AT3G19010,AT1G70530,2.5754638e-05
AT4G33430,AT1G61360,2.5728173999999998e-05
AT4G27730,AT4G35180,2.5683157e-05
AT4G30190,AT3G50480,2.5667518e-05
AT5G54160,AT4G08850,2.5664598e-05
AT5G44585,AT2G30360,2.5647341e-05
AT2G36690,AT5G04140,2.5627414e-05
AT1G51680,AT4G33430,2.5615428999999998e-05
AT1G51800,AT4G30190,2.5609756000000003e-05
AT2G36690,AT2G41220,2.5606720999999997e-05
AT1G77380,AT1G61380,2.5599393e-05
AT1G37130,AT1G52200,2.5591487e-05
AT5G44585,AT1G14780,2.5590822e-05
AT2G44490,AT5G53110,2.5588211e-05
AT1G02450,AT1G51800,2.5585549999999998e-05
AT5G01540,AT2G15620,2.558231e-05
AT5G07440,AT1G64280,2.5546954999999998e-05
AT2G17740,AT1G72300,2.5544228e-05
AT3G19930,AT4G31550,2.5534562e-05
AT1G14780,AT1G30730,2.5532043e-05
AT1G08090,AT3G19450,2.5522568e-05
AT4G24160,AT2G37710,2.5516381e-05
AT5G67450,AT2G30490,2.5479088000000002e-05
AT1G08090,AT4G21870,2.5471489999999998e-05
AT5G54160,AT2G39530,2.5463001e-05
AT4G21870,AT4G23210,2.5461117e-05
AT3G50470,AT2G37040,2.5447565e-05
AT5G46330,AT1G64170,2.5445852e-05
AT4G39400,AT1G51680,2.543915e-05
AT4G23210,AT1G51680,2.5429692e-05
AT4G31800,AT1G30730,2.5424915000000002e-05
AT4G21870,AT2G30360,2.540861e-05
AT4G39400,AT5G20250,2.5406034e-05
AT5G54160,AT2G38900,2.5401256e-05
AT2G31400,AT4G08850,2.5397049999999998e-05
AT5G50200,AT2G22122,2.5392199999999997e-05
AT1G35160,AT5G37600,2.538212e-05
AT5G20480,AT1G49000,2.5366601999999997e-05
AT5G67450,AT1G64280,2.5365300000000003e-05
AT5G53110,AT2G30360,2.536038e-05
AT2G39200,AT5G46330,2.5348134e-05
AT1G65490,AT4G31550,2.5336685000000003e-05
AT3G21080,AT5G40780,2.533019e-05
AT5G53460,AT2G31400,2.5325999000000002e-05
AT4G39400,AT3G19010,2.5320702000000002e-05
AT2G44370,AT3G50470,2.5302954e-05
AT3G26210,AT4G08850,2.5302671999999998e-05
AT2G25000,AT1G37130,2.530204e-05
AT5G06950,AT3G25882,2.5296877e-05
AT5G06950,AT5G48430,2.5279158000000002e-05
AT2G25470,AT4G28140,2.526826e-05
AT5G53460,AT2G44370,2.5261077e-05
AT1G51800,AT2G30360,2.5259744000000002e-05
AT4G30190,AT4G35180,2.5259684e-05
AT5G04140,AT3G45060,2.5256577000000002e-05
AT4G01700,AT4G35180,2.5210227e-05
AT1G61360,AT1G51680,2.5207015000000002e-05
AT1G08090,AT2G15620,2.5206060000000003e-05
AT1G52200,AT5G13930,2.5171326e-05
AT1G14780,AT1G49000,2.5168569000000003e-05
AT2G36690,AT5G46330,2.5144445e-05
AT1G15950,AT1G30730,2.5134807999999997e-05
AT3G50470,AT5G59080,2.5126325999999998e-05
AT5G07440,AT4G35180,2.5120007e-05
AT1G05300,AT3G48650,2.5114248e-05
AT5G66420,AT1G12940,2.5103256e-05
AT1G37130,AT4G21870,2.5101028000000002e-05
AT2G17740,AT4G24160,2.5100937e-05
AT4G01250,AT1G64170,2.5098274000000002e-05
AT3G50470,AT5G39580,2.5077701e-05
AT2G36690,AT1G02450,2.5068633e-05
AT5G48430,AT5G20250,2.5063800000000002e-05
AT1G21670,AT4G21410,2.5061932000000002e-05
AT1G64280,AT5G66420,2.5027453000000002e-05
AT4G27730,AT5G13930,2.5022480000000002e-05
AT4G01700,AT3G19930,2.5008532e-05
AT1G35160,AT4G39400,2.4999707e-05
AT3G52450,AT4G39400,2.4994511000000003e-05
AT2G44370,AT3G49780,2.4993413e-05
AT3G45060,AT2G02220,2.4985946e-05
AT2G37710,AT5G59080,2.4984499999999998e-05
AT4G39400,AT4G20860,2.4946405e-05
AT4G39400,AT2G41220,2.4946394e-05
AT1G65490,AT3G48650,2.4941792e-05
AT2G17740,AT1G19380,2.4926758e-05
AT2G36690,AT1G72300,2.4911595000000004e-05
AT3G50480,AT2G31400,2.4899459999999998e-05
AT3G19930,AT2G22122,2.4899104e-05
AT4G28140,AT2G15620,2.4898229e-05
AT2G25470,AT1G15950,2.4892928e-05
AT2G44370,AT4G08850,2.4881487000000003e-05
AT1G08090,AT3G22060,2.4879218e-05
AT1G65490,AT2G39200,2.4878791000000002e-05
AT1G64170,AT5G44585,2.4876346e-05
AT4G31550,AT3G49780,2.4869649e-05
AT4G31800,AT5G01540,2.4864450000000002e-05
AT2G19190,AT1G61360,2.4863968e-05
AT1G65490,AT2G01950,2.4837904e-05
AT1G14780,AT4G24160,2.4824798e-05
AT2G17740,AT1G02450,2.4809728e-05
AT2G25000,AT1G02450,2.4791927e-05
AT2G31400,AT2G44380,2.4791558e-05
AT1G61360,AT5G44585,2.4781297e-05
AT3G22060,AT2G02220,2.4750534e-05
AT3G19450,AT4G30190,2.4749191999999998e-05
AT1G35160,AT1G70530,2.4723453e-05
AT5G48430,AT4G35180,2.4720566e-05
AT3G49780,AT2G01950,2.471942e-05
AT5G54160,AT1G51800,2.4709458e-05
AT4G35180,AT2G30360,2.4700803e-05
AT1G61380,AT5G39580,2.4692468e-05
AT4G21870,AT5G66420,2.4682444e-05
AT2G39200,AT3G50470,2.4655583000000002e-05
AT1G02450,AT2G22122,2.4649744e-05
AT5G53460,AT4G01700,2.4637317e-05
AT5G67450,AT5G20250,2.4629043999999998e-05
AT1G61360,AT1G64280,2.4627325000000002e-05
AT4G31550,AT5G20250,2.4569881e-05
AT4G27730,AT4G21410,2.45409e-05
AT2G25000,AT5G53460,2.452951e-05
AT3G50470,AT3G52450,2.450393e-05
AT2G44490,AT2G44380,2.4498244e-05
AT1G19380,AT4G27730,2.4496851999999998e-05
AT2G39200,AT1G77380,2.449303e-05
AT3G49780,AT3G52450,2.4480585e-05
AT1G65690,AT2G01950,2.4476993000000004e-05
AT1G77380,AT4G39400,2.4470504e-05
AT2G41220,AT4G23210,2.44619e-05
AT1G30720,AT5G04140,2.4449477e-05
AT5G55050,AT2G01950,2.4442357e-05
AT1G35160,AT5G04140,2.4434843e-05
AT5G07440,AT4G30190,2.4431214e-05
AT3G21080,AT4G24160,2.4412433e-05
AT4G31800,AT2G39530,2.4411756000000002e-05
AT4G01250,AT4G01700,2.4391558e-05
AT1G65490,AT3G19010,2.4384899999999998e-05
AT2G22122,AT3G25882,2.4376307999999998e-05
AT3G29034,AT4G01700,2.4349358000000003e-05
AT1G52200,AT4G01700,2.4347310000000004e-05
AT4G30190,AT3G21080,2.4322637e-05
AT4G38560,AT3G45060,2.4321385e-05
AT5G44585,AT4G31550,2.4306073e-05
AT4G33430,AT2G39200,2.4279045000000002e-05
AT2G01950,AT3G48650,2.4271052e-05
AT1G14780,AT1G51620,2.4263143e-05
AT2G37710,AT4G20000,2.4233781e-05
AT3G48650,AT5G53460,2.4231686e-05
AT3G19450,AT4G31800,2.4222898e-05
AT1G51890,AT3G22060,2.4209580999999997e-05
AT1G15950,AT3G22060,2.4196756999999997e-05
AT4G23210,AT1G15950,2.4174924e-05
AT5G46330,AT4G24160,2.4161382e-05
AT4G30190,AT3G29034,2.4129611e-05
AT3G52450,AT5G10450,2.4115281e-05
AT4G33430,AT4G31550,2.4109699e-05
AT5G01540,AT3G50480,2.4101228000000002e-05
AT3G22060,AT5G20250,2.4096093000000002e-05
AT1G21670,AT2G22122,2.4092415e-05
AT1G70530,AT4G30190,2.4079305e-05
AT5G55050,AT4G24160,2.4077534999999997e-05
AT1G52200,AT5G20480,2.4068912999999998e-05
AT5G37600,AT3G50470,2.4068859000000004e-05
AT5G54160,AT2G44380,2.4068433e-05
AT5G07440,AT2G15620,2.4055085e-05
AT4G20860,AT4G38560,2.4036412e-05
AT3G25882,AT1G64170,2.4035282e-05
AT5G20250,AT1G37130,2.402053e-05
AT1G65490,AT2G42360,2.4020410000000002e-05
AT1G05300,AT2G42360,2.4010378e-05
AT3G25882,AT1G70530,2.4005023e-05
AT1G30730,AT4G31550,2.4003658999999996e-05
AT1G35160,AT3G29034,2.4003091e-05
AT5G06950,AT2G42360,2.3978677e-05
AT3G29034,AT3G50480,2.3978515000000002e-05
AT1G12940,AT2G22122,2.3973495e-05
AT1G72300,AT5G06950,2.3953263999999998e-05
AT5G01540,AT1G70530,2.3940820000000004e-05
AT2G02220,AT1G51680,2.393869e-05
AT3G19450,AT2G02220,2.3933211e-05
AT4G35180,AT3G46280,2.3932605e-05
AT3G19450,AT1G51620,2.3926277e-05
AT1G51680,AT5G53110,2.3904053e-05
AT4G38560,AT2G39200,2.3889192e-05
AT2G37040,AT5G13930,2.3883150000000002e-05
AT3G22060,AT1G51890,2.3881950000000003e-05
AT3G19010,AT1G21670,2.3881521e-05
AT2G37040,AT1G61360,2.384219e-05
AT1G61380,AT2G36690,2.3841323e-05
AT2G41220,AT1G15950,2.3833185e-05
AT1G64280,AT4G01700,2.3825085e-05
AT5G07440,AT3G50470,2.3818182000000003e-05
AT1G72300,AT4G20860,2.3814263999999998e-05
AT3G25882,AT2G39530,2.3800685e-05
AT5G66420,AT1G14780,2.379718e-05
AT1G61360,AT5G20480,2.3772449e-05
AT1G52200,AT2G02220,2.3759141e-05
AT1G72300,AT1G77380,2.3753455e-05
AT4G21870,AT2G38900,2.3753411000000002e-05
AT1G61360,AT5G07440,2.3736495e-05
AT1G61380,AT5G67450,2.3726026e-05
AT5G46330,AT2G15620,2.372219e-05
AT3G52450,AT2G30490,2.3714258e-05
AT3G19930,AT1G19380,2.370335e-05
AT1G65490,AT5G13930,2.3698083000000003e-05
AT4G08850,AT4G39400,2.3691387e-05
AT2G39200,AT1G19380,2.368929e-05
AT1G64280,AT3G59880,2.368634e-05
AT4G23210,AT1G37130,2.3680777e-05
AT3G49780,AT1G61380,2.3672498999999998e-05
AT1G30720,AT2G41220,2.3665867e-05
AT2G44370,AT1G64280,2.3658893e-05
AT1G05300,AT5G54160,2.3648110000000002e-05
AT5G10450,AT2G38900,2.3594436999999997e-05
AT1G51890,AT5G55050,2.3593584e-05
AT2G39200,AT3G49780,2.3587436e-05
AT4G39400,AT4G21870,2.3580023e-05
AT3G19010,AT5G40780,2.3575443e-05
AT5G13930,AT1G64170,2.3575389e-05
AT1G37130,AT4G38560,2.356077e-05
AT4G31800,AT5G10450,2.3558317e-05
AT1G21670,AT5G53110,2.3539898e-05
AT5G50200,AT1G70530,2.3533685e-05
AT2G01950,AT1G65690,2.3530298e-05
AT1G14780,AT2G30490,2.3529194000000002e-05
AT2G39200,AT1G08090,2.3507399000000002e-05
AT5G48430,AT3G45060,2.3489169e-05
AT1G15950,AT4G21870,2.3487628e-05
AT5G06950,AT2G02220,2.3462519000000003e-05
AT2G37710,AT2G36690,2.346194e-05
AT3G19930,AT1G21670,2.3425511e-05
AT2G31400,AT5G50200,2.3424314e-05
AT1G30720,AT1G35160,2.340943e-05
AT1G64280,AT2G44380,2.3406804999999998e-05
AT1G61360,AT5G66420,2.340624e-05
AT5G53460,AT2G01950,2.3401073e-05
AT2G44490,AT4G20000,2.3366929999999997e-05
AT4G27730,AT1G30730,2.3364825999999998e-05
AT5G20480,AT3G52450,2.334307e-05
AT1G52200,AT1G64280,2.3342984000000003e-05
AT4G39400,AT5G10450,2.3331946e-05
AT1G61360,AT5G04140,2.33232e-05
AT4G21410,AT1G64280,2.3314555e-05
AT5G06950,AT5G10450,2.3312386000000002e-05
AT2G19190,AT1G51890,2.3300958e-05
AT4G08850,AT1G02450,2.3288492e-05
AT5G01540,AT1G08090,2.3257115e-05
AT4G01250,AT2G15620,2.3253751000000004e-05
AT5G39580,AT5G13930,2.3244203000000002e-05
AT3G19930,AT2G25000,2.3236302000000002e-05
AT3G45060,AT3G48650,2.323628e-05
AT4G39400,AT5G07440,2.3231493999999996e-05
AT5G04140,AT3G26210,2.3198303e-05
AT5G39580,AT4G28140,2.3196377e-05
AT1G14780,AT5G39580,2.3166962e-05
AT2G31400,AT1G65490,2.3161085e-05
AT2G15620,AT1G30720,2.3144043999999998e-05
AT2G30360,AT1G51800,2.3138742e-05
AT1G05300,AT5G48430,2.3130533000000002e-05
AT1G12940,AT4G08850,2.3103485e-05
AT5G53110,AT1G51620,2.3095856e-05
AT4G31550,AT5G55050,2.3089706e-05
AT1G14780,AT1G51890,2.3087154e-05
AT2G22122,AT5G01540,2.3062510000000002e-05
AT1G61380,AT3G50480,2.3060057999999998e-05
AT5G44585,AT4G35180,2.3052524e-05
AT1G51680,AT2G38900,2.3015034000000002e-05
AT1G30730,AT2G30490,2.3000754000000003e-05
AT2G41220,AT5G55050,2.2992534e-05
AT1G51620,AT3G50470,2.2975191e-05
AT4G39400,AT5G13930,2.2968350000000002e-05
AT5G44585,AT3G45060,2.2957274000000004e-05
AT3G29034,AT2G41220,2.2947765e-05
AT3G52450,AT3G59880,2.2945893e-05
AT4G21870,AT1G77380,2.2939852000000002e-05
AT1G05300,AT1G64280,2.2937527e-05
AT5G53460,AT1G14780,2.2928166999999998e-05
AT5G20480,AT3G22060,2.2915228e-05
AT1G64280,AT4G33430,2.2900202e-05
AT4G33430,AT5G53460,2.2869857000000002e-05
AT4G21870,AT3G21080,2.2865475e-05
AT2G15620,AT5G67450,2.286188e-05
AT5G53460,AT2G30490,2.2860122000000002e-05
AT1G30720,AT3G21080,2.2847295e-05
AT4G21410,AT5G20250,2.2831817e-05
AT5G06950,AT2G36690,2.282664e-05
AT5G53460,AT1G64170,2.2806417999999998e-05
AT5G66420,AT1G37130,2.2794664e-05
AT3G50480,AT2G30490,2.2789697999999998e-05
AT2G22122,AT2G02220,2.2779974e-05
AT4G20000,AT5G46330,2.2778548e-05
AT1G08090,AT1G49000,2.2765264000000002e-05
AT1G08090,AT5G04140,2.2751909e-05
AT4G27730,AT4G21870,2.275149e-05
AT2G37710,AT3G49780,2.2751412e-05
AT3G26210,AT1G19380,2.272669e-05
AT1G35160,AT3G19010,2.2720275999999998e-05
AT3G59880,AT2G22122,2.2706536000000002e-05
AT2G25000,AT1G14780,2.2704735000000002e-05
AT5G53460,AT5G50200,2.2675547000000002e-05
AT2G36690,AT5G20250,2.2675045e-05
AT1G51800,AT1G15950,2.2658947e-05
AT1G77380,AT2G42360,2.2658049e-05
AT2G15620,AT4G30190,2.2640763e-05
AT5G66420,AT3G25882,2.2631972e-05
AT3G19450,AT4G24160,2.2613334e-05
AT2G41220,AT1G51620,2.2595794e-05
AT3G50470,AT4G33430,2.2586653e-05
AT5G07440,AT4G21870,2.2586479999999997e-05
AT5G54160,AT2G30360,2.2585058e-05
AT2G25000,AT1G15950,2.2584256e-05
AT5G53460,AT2G38900,2.2576533e-05
AT5G04140,AT5G50200,2.2562836999999998e-05
AT5G04140,AT5G40780,2.2560468999999997e-05
AT1G51800,AT2G01950,2.2556089000000002e-05
AT3G29034,AT1G14780,2.2538337000000002e-05
AT1G49000,AT4G24160,2.251837e-05
AT2G22122,AT5G50200,2.2514956000000003e-05
AT1G35160,AT3G22060,2.2499464e-05
AT4G31550,AT1G64170,2.2493847e-05
AT3G25882,AT1G51800,2.2489236e-05
AT1G15950,AT1G64170,2.2487138e-05
AT3G45060,AT5G37600,2.2485738e-05
AT3G19930,AT4G23210,2.2459986e-05
AT5G66420,AT1G30730,2.2440418e-05
AT2G39530,AT4G24160,2.2426368000000002e-05
AT3G50470,AT1G72300,2.2423037e-05
AT4G08850,AT4G20000,2.2419197e-05
AT1G14780,AT5G01540,2.2417716999999997e-05
AT1G49000,AT5G66420,2.241282e-05
AT5G55050,AT5G01540,2.2397282e-05
AT4G24160,AT2G01950,2.2391350000000004e-05
AT4G21410,AT4G01250,2.2347408999999997e-05
AT2G01950,AT2G42360,2.2338463000000002e-05
AT4G27730,AT4G20860,2.2321032e-05
AT4G01250,AT2G37710,2.2315304e-05
AT2G39530,AT2G30360,2.2312082e-05
AT2G41220,AT2G42360,2.2307006e-05
AT5G67450,AT3G25882,2.2302092e-05
AT5G46330,AT2G39200,2.2302054e-05
AT4G28140,AT2G44370,2.2297729999999997e-05
AT2G02220,AT2G42360,2.2295742e-05
AT5G06950,AT5G13930,2.2288979999999998e-05
AT5G04140,AT4G20000,2.2267379999999998e-05
AT1G15950,AT2G36690,2.2256776e-05
AT2G17740,AT5G10450,2.2244134e-05
AT2G19190,AT1G15950,2.2242929999999995e-05
AT1G12940,AT5G53460,2.2237504e-05
AT5G01540,AT5G48430,2.2221093e-05
AT2G36690,AT3G59880,2.2206439999999997e-05
AT2G41220,AT1G37130,2.2199814000000002e-05
AT4G39400,AT5G66420,2.2180338000000002e-05
AT5G66420,AT4G21410,2.2166936e-05
AT1G70530,AT5G10450,2.2163393e-05
AT2G25470,AT5G40780,2.2163042e-05
AT5G46330,AT3G25882,2.2160502e-05
AT1G02450,AT5G59080,2.2157712000000003e-05
AT4G31550,AT5G66420,2.214519e-05
