Gene1,Gene2,Score
AT2G39200,AT4G08850,3.5504876e-05
AT5G50200,AT4G28140,3.5450495e-05
AT5G06950,AT1G12940,3.5440462e-05
AT5G53110,AT5G67450,3.540008e-05
AT3G49780,AT4G01700,3.536847e-05
AT1G30720,AT3G52450,3.536458e-05
AT2G31400,AT1G70530,3.535539e-05
AT5G06950,AT1G49000,3.5345440000000005e-05
AT4G23210,AT3G26210,3.5326604e-05
AT1G49000,AT5G04140,3.5306224e-05
AT3G19930,AT2G42360,3.527466e-05
AT1G51620,AT3G19930,3.5266392e-05
AT1G19380,AT3G46280,3.5263958e-05
AT5G55050,AT1G52200,3.526228e-05
AT1G02450,AT4G30190,3.5260727999999996e-05
AT1G70530,AT1G77380,3.5238267e-05
AT4G20000,AT2G41220,3.523581e-05
AT1G70530,AT4G31550,3.5225792e-05
AT1G65690,AT4G01250,3.5209156e-05
AT5G59080,AT1G30720,3.519679e-05
AT1G30730,AT1G65490,3.5191544e-05
AT1G30730,AT3G29034,3.5167926000000004e-05
AT1G37130,AT2G19190,3.516576e-05
AT3G45060,AT3G46280,3.5165718000000004e-05
AT2G17740,AT4G21410,3.5160694e-05
AT5G66420,AT2G30490,3.5140194e-05
AT5G59080,AT2G38900,3.508472e-05
AT5G20480,AT2G31400,3.5081262e-05
AT2G37710,AT1G30720,3.5071884e-05
AT4G20860,AT1G35160,3.507101e-05
AT3G19010,AT3G46280,3.5062047e-05
AT1G12940,AT3G45060,3.503788e-05
AT2G25000,AT2G19190,3.5034573e-05
AT5G50200,AT3G50470,3.5030935e-05
AT1G08090,AT4G31550,3.5030447e-05
AT4G38560,AT2G38900,3.5011012999999996e-05
AT3G48650,AT5G66420,3.4993835e-05
AT5G66420,AT4G27730,3.4979654e-05
AT3G22060,AT4G28140,3.4966713e-05
AT4G21410,AT5G04140,3.496627e-05
AT1G61360,AT4G08850,3.4961842e-05
AT1G65490,AT1G49000,3.491867e-05
AT1G70530,AT2G15620,3.4917513e-05
AT4G35180,AT5G20480,3.4906046e-05
AT4G33430,AT5G50200,3.489972e-05
AT4G24160,AT2G22122,3.4868743e-05
AT5G20250,AT2G25470,3.4860957e-05
AT2G30490,AT1G30730,3.4857403e-05
AT5G01540,AT4G21410,3.4840356e-05
AT4G23210,AT5G10450,3.483489e-05
AT5G04140,AT1G19380,3.4809913e-05
AT1G12940,AT1G37130,3.479589e-05
AT5G10450,AT4G21870,3.4777277e-05
AT5G59080,AT4G38560,3.4765442e-05
AT3G29034,AT4G23210,3.4764715000000004e-05
AT5G66420,AT1G49000,3.4752659999999994e-05
AT5G40780,AT4G08850,3.4747386999999996e-05
AT3G46280,AT3G50470,3.4742854e-05
AT5G67450,AT5G55050,3.4740835e-05
AT1G64280,AT2G38900,3.473732e-05
AT1G72300,AT4G21870,3.4731456e-05
AT2G38900,AT1G65490,3.470577e-05
AT3G49780,AT5G10450,3.4705623e-05
AT2G25470,AT5G37600,3.469269e-05
AT2G30360,AT1G08090,3.4671353e-05
AT5G01540,AT1G64280,3.4665707e-05
AT4G27730,AT1G30720,3.4652723000000004e-05
AT3G50480,AT5G06950,3.4630513e-05
AT1G35160,AT4G30190,3.46209e-05
AT1G51890,AT5G53460,3.457939e-05
AT3G22060,AT5G06950,3.4571247e-05
AT5G48430,AT1G49000,3.4541576e-05
AT4G21410,AT5G20480,3.4534063000000004e-05
AT3G46280,AT3G50480,3.452441e-05
AT1G12940,AT5G54160,3.451607e-05
AT5G20250,AT4G27730,3.4513814e-05
AT2G39530,AT5G53110,3.4512154999999995e-05
AT5G13930,AT5G53110,3.4500077e-05
AT1G77380,AT5G53460,3.4498247e-05
AT2G44490,AT2G15620,3.4496414e-05
AT1G65690,AT3G50480,3.448752e-05
AT5G48430,AT1G30730,3.4482662e-05
AT3G50480,AT2G42360,3.4474477e-05
AT4G20860,AT1G64170,3.4471075e-05
AT5G53110,AT4G08850,3.446787e-05
AT5G04140,AT2G44380,3.446738e-05
AT3G21080,AT1G51800,3.4460205e-05
AT5G13930,AT5G39580,3.4438359999999996e-05
AT1G51680,AT2G36690,3.4436165e-05
AT3G59880,AT1G30730,3.4430544e-05
AT4G01700,AT3G50480,3.4398802999999995e-05
AT1G08090,AT1G15950,3.4375575e-05
AT1G70530,AT1G37130,3.4375265e-05
AT4G01250,AT5G04140,3.436751e-05
AT2G01950,AT1G19380,3.435107e-05
AT5G10450,AT1G51680,3.4346092e-05
AT5G48430,AT2G44380,3.4327273e-05
AT1G72300,AT2G25000,3.4311890000000005e-05
AT1G51680,AT5G48430,3.425366e-05
AT1G77380,AT3G59880,3.4250929999999996e-05
AT5G06950,AT5G67450,3.4245786e-05
AT2G22122,AT3G48650,3.4231714000000005e-05
AT5G50200,AT5G53460,3.4229809999999996e-05
AT5G59080,AT2G37040,3.420637e-05
AT2G44370,AT5G20250,3.417946e-05
AT1G51800,AT2G36690,3.4178379999999996e-05
AT5G50200,AT5G07440,3.4159423999999996e-05
AT2G30360,AT2G02220,3.4154203999999997e-05
AT2G02220,AT3G45060,3.4145974000000004e-05
AT1G64280,AT3G21080,3.412137e-05
AT1G61380,AT1G49000,3.410202e-05
AT4G20000,AT4G33430,3.409231e-05
AT1G77380,AT1G51620,3.408534e-05
AT4G33430,AT3G50470,3.4070952e-05
AT1G61380,AT1G77380,3.4046512e-05
AT1G51620,AT4G21870,3.403946e-05
AT5G48430,AT3G26210,3.4038952e-05
AT5G44585,AT4G30190,3.4035944e-05
AT5G39580,AT1G49000,3.4028497e-05
AT5G06950,AT1G51890,3.401861e-05
AT4G31800,AT2G22122,3.3990586e-05
AT2G37710,AT5G66420,3.3974593e-05
AT1G61380,AT2G38900,3.3962897e-05
AT1G64280,AT5G53110,3.3884266e-05
AT4G08850,AT2G22122,3.3837652e-05
AT3G26210,AT3G29034,3.383097e-05
AT5G20480,AT4G31800,3.379447e-05
AT3G59880,AT4G20860,3.378992e-05
AT1G12940,AT1G30720,3.3781223e-05
AT1G65490,AT5G66420,3.3753564e-05
AT3G19010,AT2G39530,3.3745153e-05
AT4G08850,AT2G41220,3.3729386e-05
AT2G30490,AT5G37600,3.371657e-05
AT4G24160,AT5G50200,3.3706347e-05
AT1G51890,AT4G28140,3.3705277e-05
AT5G46330,AT2G31400,3.3701002e-05
AT3G50470,AT1G51890,3.3686898e-05
AT1G51890,AT1G30720,3.366789e-05
AT1G51800,AT2G22122,3.3579265e-05
AT1G61360,AT1G51620,3.3576609999999994e-05
AT1G70530,AT1G35160,3.355064e-05
AT1G51680,AT1G05300,3.3549673e-05
AT5G40780,AT2G39200,3.3548225e-05
AT2G30360,AT5G20250,3.3544744e-05
AT5G20250,AT3G49780,3.3543503e-05
AT4G30190,AT5G46330,3.3541073e-05
AT5G07440,AT3G25882,3.3537675e-05
AT1G19380,AT1G51800,3.3535462999999996e-05
AT5G40780,AT2G19190,3.3528320000000004e-05
AT4G31800,AT1G51620,3.3468426e-05
AT2G41220,AT5G10450,3.346066e-05
AT4G21870,AT2G15620,3.3448978000000004e-05
AT1G02450,AT1G12940,3.3446417e-05
AT3G26210,AT2G22122,3.343994e-05
AT1G02450,AT2G02220,3.3430023999999996e-05
AT1G61360,AT1G08090,3.3427845e-05
AT5G55050,AT4G33430,3.3425353e-05
AT5G01540,AT5G59080,3.3399047e-05
AT1G64170,AT5G04140,3.3385855e-05
AT5G07440,AT4G01700,3.3384137999999995e-05
AT1G12940,AT1G72300,3.3366563e-05
AT1G51680,AT2G44370,3.3358356e-05
AT4G21410,AT5G44585,3.3357209999999994e-05
AT1G15950,AT5G04140,3.333544e-05
AT1G72300,AT5G53110,3.3325883e-05
AT5G59080,AT4G21870,3.3322896e-05
AT5G20480,AT1G15950,3.3316977000000003e-05
AT5G48430,AT2G38900,3.3314747e-05
AT5G13930,AT4G33430,3.3292883e-05
AT3G26210,AT2G39530,3.3266406e-05
AT4G35180,AT1G51680,3.326267e-05
AT5G54160,AT5G37600,3.3251723e-05
AT3G19930,AT3G48650,3.3236556e-05
AT3G46280,AT1G61380,3.3225424e-05
AT4G39400,AT5G46330,3.3215776e-05
AT1G08090,AT3G59880,3.320453e-05
AT5G10450,AT5G67450,3.3183536e-05
AT5G67450,AT5G13930,3.3176646e-05
AT1G51890,AT3G52450,3.316953e-05
AT3G19930,AT5G39580,3.3132408e-05
AT2G25000,AT1G77380,3.3125616e-05
AT3G46280,AT4G30190,3.3103744e-05
AT5G50200,AT1G21670,3.309589e-05
AT2G01950,AT4G33430,3.308325999999999e-05
AT4G21870,AT1G51680,3.3068357999999995e-05
AT1G12940,AT3G52450,3.3047498e-05
AT5G39580,AT5G06950,3.304179e-05
AT1G70530,AT5G39580,3.3039904999999996e-05
AT4G01700,AT1G14780,3.3034674e-05
AT2G02220,AT3G19010,3.3029042e-05
AT2G37040,AT5G50200,3.3024713000000005e-05
AT5G53460,AT5G59080,3.301144e-05
AT5G20250,AT5G67450,3.3009987e-05
AT3G59880,AT3G52450,3.3007505e-05
AT5G67450,AT5G50200,3.300339e-05
AT1G15950,AT4G31550,3.2994263e-05
AT4G30190,AT4G24160,3.2962023e-05
AT3G26210,AT5G20250,3.295401e-05
AT4G24160,AT3G25882,3.2944292e-05
AT2G17740,AT3G19010,3.293489e-05
AT1G19380,AT2G01950,3.291258e-05
AT3G19930,AT2G36690,3.2912274e-05
AT3G45060,AT1G37130,3.2899803e-05
AT5G40780,AT5G67450,3.2877448e-05
AT4G20860,AT2G44370,3.2868385e-05
AT2G02220,AT2G31400,3.2867625e-05
AT5G59080,AT2G15620,3.2855907000000004e-05
AT3G19930,AT4G33430,3.2848882e-05
AT1G14780,AT2G01950,3.2847329999999995e-05
AT4G01700,AT3G45060,3.2841748e-05
AT3G59880,AT1G64280,3.2821514e-05
AT4G20000,AT3G50470,3.280806e-05
AT4G01250,AT5G55050,3.2780204e-05
AT2G44380,AT4G28140,3.2765667e-05
AT3G50480,AT5G66420,3.2752367e-05
AT1G77380,AT4G28140,3.270079e-05
AT1G37130,AT2G44490,3.2688316e-05
AT2G44380,AT1G08090,3.2683390000000006e-05
AT5G37600,AT3G29034,3.2683074e-05
AT1G64170,AT4G31550,3.2666347e-05
AT4G31550,AT2G39530,3.264902e-05
AT2G22122,AT4G38560,3.2610653e-05
AT2G44490,AT3G29034,3.2600074e-05
AT5G37600,AT2G42360,3.2596334000000005e-05
AT1G72300,AT1G52200,3.2579857e-05
AT2G15620,AT1G51890,3.2576518e-05
AT4G20000,AT5G06950,3.2564774e-05
AT1G30730,AT2G41220,3.2554509999999995e-05
AT1G08090,AT2G41220,3.2527256e-05
AT2G41220,AT2G39530,3.252079e-05
AT4G31550,AT4G39400,3.2492709999999995e-05
AT4G21410,AT3G48650,3.247819e-05
AT5G67450,AT5G40780,3.2472515e-05
AT2G30360,AT5G13930,3.2428303000000004e-05
AT2G39530,AT3G50480,3.2419106e-05
AT1G30730,AT1G02450,3.2418564e-05
AT4G20860,AT1G72300,3.2391803e-05
AT2G25000,AT4G01250,3.2371444999999996e-05
AT3G25882,AT1G64280,3.2359272000000004e-05
AT5G01540,AT1G02450,3.2358459999999996e-05
AT1G12940,AT1G52200,3.23558e-05
AT1G05300,AT5G04140,3.2337855e-05
AT1G51620,AT2G01950,3.23239e-05
AT5G39580,AT4G21410,3.231765e-05
AT5G59080,AT3G52450,3.2286806999999996e-05
AT5G13930,AT5G46330,3.2286567e-05
AT1G61360,AT2G15620,3.2269938000000005e-05
AT3G48650,AT3G22060,3.226743e-05
AT1G64170,AT3G50470,3.2250144e-05
AT4G21870,AT2G25000,3.2198586e-05
AT1G05300,AT1G51680,3.2176653e-05
AT5G44585,AT2G31400,3.2168321999999995e-05
AT5G66420,AT3G21080,3.2159784e-05
AT2G15620,AT4G28140,3.2152435e-05
AT5G01540,AT5G66420,3.2141869999999996e-05
AT3G19010,AT3G26210,3.2133746999999995e-05
AT5G06950,AT2G41220,3.2132997e-05
AT5G48430,AT1G64280,3.2132943e-05
AT3G59880,AT5G37600,3.2125354e-05
AT4G21870,AT3G26210,3.2122793000000004e-05
AT1G14780,AT5G20480,3.2117554e-05
AT5G37600,AT1G19380,3.2109667e-05
AT5G01540,AT1G30730,3.2108244e-05
AT2G30490,AT4G38560,3.2098213999999995e-05
AT2G30490,AT5G48430,3.209581e-05
AT1G65490,AT1G05300,3.209115e-05
AT1G02450,AT4G28140,3.2083797e-05
AT3G48650,AT2G31400,3.2075488e-05
AT3G59880,AT1G61360,3.2063173e-05
AT3G19450,AT2G37040,3.2057185e-05
AT5G04140,AT4G38560,3.2054635e-05
AT2G02220,AT5G10450,3.2052914e-05
AT2G42360,AT1G51680,3.2045106999999995e-05
AT1G72300,AT1G64280,3.2034186e-05
AT1G64280,AT2G44370,3.2024902000000005e-05
AT2G39530,AT2G41220,3.1997656999999996e-05
AT4G39400,AT3G50480,3.1992466e-05
AT2G22122,AT1G35160,3.1987664e-05
AT5G50200,AT5G10450,3.1934120000000005e-05
AT2G30490,AT4G20000,3.1924883e-05
AT1G65490,AT5G50200,3.1923966e-05
AT3G59880,AT1G51890,3.1911887999999996e-05
AT3G29034,AT2G15620,3.189862e-05
AT1G02450,AT4G27730,3.1898107e-05
AT1G21670,AT5G46330,3.1894495000000004e-05
AT1G08090,AT1G12940,3.1882042e-05
AT5G55050,AT1G72300,3.1797415e-05
AT5G20250,AT5G44585,3.174572e-05
AT5G48430,AT2G37710,3.174156e-05
AT3G49780,AT4G28140,3.171687e-05
AT4G24160,AT4G20000,3.1712963e-05
AT4G20000,AT4G39400,3.1703028e-05
AT2G41220,AT4G20860,3.1691149999999996e-05
AT3G19010,AT4G39400,3.1681666e-05
AT4G39400,AT1G21670,3.1676966e-05
AT3G26210,AT4G01250,3.167542e-05
AT5G66420,AT1G61380,3.1673341999999995e-05
AT4G21870,AT5G46330,3.1667645000000005e-05
AT1G61360,AT2G17740,3.16674e-05
AT5G07440,AT1G30720,3.1665237000000004e-05
AT2G38900,AT3G59880,3.1662617e-05
AT1G19380,AT1G70530,3.165975e-05
AT5G59080,AT5G53110,3.1650117e-05
AT1G72300,AT4G30190,3.1647694e-05
AT1G15950,AT1G14780,3.163938e-05
AT1G77380,AT2G44370,3.1607407e-05
AT5G40780,AT5G01540,3.1606705000000004e-05
AT1G51800,AT4G28140,3.1602743999999995e-05
AT2G30360,AT1G30720,3.159948e-05
AT4G21870,AT4G20000,3.1591579999999996e-05
AT3G50470,AT2G17740,3.158785e-05
AT1G51800,AT1G65490,3.1559775e-05
AT2G01950,AT1G51680,3.154918e-05
AT1G35160,AT2G36690,3.15464e-05
AT3G19930,AT4G35180,3.1540840000000004e-05
AT4G39400,AT2G15620,3.1539976999999997e-05
AT1G64170,AT5G01540,3.1532654000000005e-05
AT3G19010,AT5G20250,3.1526433e-05
AT5G20250,AT1G49000,3.1517352999999996e-05
AT2G41220,AT1G70530,3.1505052999999996e-05
AT2G30490,AT5G04140,3.1498774e-05
AT1G61360,AT5G06950,3.1491814e-05
AT1G30730,AT5G01540,3.1474116e-05
AT5G10450,AT1G72300,3.14589e-05
AT4G08850,AT5G55050,3.1432090000000006e-05
AT3G19010,AT1G12940,3.1415275e-05
AT2G25470,AT5G59080,3.1413838e-05
AT4G21870,AT5G54160,3.1411208000000004e-05
AT2G15620,AT2G25470,3.1390926e-05
AT3G25882,AT2G41220,3.134756e-05
AT1G64280,AT3G25882,3.1344345e-05
AT5G06950,AT3G50480,3.134359e-05
AT2G44380,AT1G49000,3.1342344e-05
AT5G13930,AT2G02220,3.1341406e-05
AT5G10450,AT1G51890,3.133123e-05
AT4G20000,AT2G30490,3.1319359999999994e-05
AT3G26210,AT2G39200,3.1306263e-05
AT1G05300,AT2G31400,3.1306223e-05
AT4G39400,AT2G44380,3.1298564999999996e-05
AT1G30730,AT2G37040,3.1289054999999995e-05
AT5G06950,AT2G37710,3.1278265e-05
AT1G14780,AT4G01250,3.1263677e-05
AT2G30490,AT1G64170,3.1255102000000004e-05
AT5G53110,AT5G10450,3.1253596e-05
AT5G46330,AT3G46280,3.125157e-05
AT4G28140,AT3G52450,3.1232605e-05
AT3G52450,AT5G07440,3.1227544e-05
AT4G31550,AT2G41220,3.1215015e-05
AT3G45060,AT3G50470,3.121325e-05
AT2G37710,AT2G30360,3.120976e-05
AT5G01540,AT5G20480,3.118704e-05
AT1G15950,AT1G49000,3.118587e-05
AT3G21080,AT2G22122,3.1183317e-05
AT1G08090,AT2G25000,3.1181175e-05
AT3G19450,AT1G51890,3.1180486999999995e-05
AT2G44370,AT4G31550,3.1171898e-05
AT5G39580,AT2G01950,3.1168132e-05
AT2G01950,AT4G27730,3.1145029999999996e-05
AT1G72300,AT2G01950,3.113967e-05
AT5G01540,AT5G06950,3.1097195000000004e-05
AT4G39400,AT1G05300,3.1082766999999996e-05
AT5G48430,AT4G38560,3.1059946e-05
AT5G67450,AT4G33430,3.105482e-05
AT4G38560,AT4G39400,3.105336e-05
AT2G02220,AT5G37600,3.1030395e-05
AT2G25000,AT3G19010,3.1022388000000004e-05
AT2G37040,AT3G48650,3.0907075e-05
AT2G38900,AT1G35160,3.0903102e-05
AT3G25882,AT5G55050,3.0896474e-05
AT5G40780,AT3G59880,3.0896266e-05
AT1G19380,AT2G17740,3.0881844999999996e-05
AT5G50200,AT2G31400,3.0879033e-05
AT1G61380,AT5G48430,3.087341e-05
AT4G31550,AT2G38900,3.0858035e-05
AT3G19450,AT5G67450,3.080672e-05
AT5G59080,AT3G48650,3.0769006e-05
AT1G49000,AT5G50200,3.0747723999999996e-05
AT2G44370,AT5G37600,3.0739877000000004e-05
AT2G01950,AT5G20250,3.073825e-05
AT3G45060,AT4G31800,3.069664e-05
AT1G51890,AT4G31800,3.0694948e-05
AT5G54160,AT4G33430,3.0689859999999996e-05
AT1G70530,AT5G67450,3.0656593e-05
AT1G49000,AT4G01250,3.0641095e-05
AT5G55050,AT5G59080,3.0615836e-05
AT1G52200,AT1G64170,3.0614894e-05
AT3G49780,AT4G33430,3.0595853e-05
AT5G04140,AT4G33430,3.058925e-05
AT2G25470,AT3G50470,3.0586827e-05
AT1G51890,AT4G27730,3.0554616e-05
AT5G20250,AT2G36690,3.053812e-05
AT3G50480,AT2G15620,3.0512209999999996e-05
AT2G44490,AT1G15950,3.0509513000000002e-05
AT5G44585,AT5G07440,3.0499616000000002e-05
AT1G19380,AT5G66420,3.0480078e-05
AT2G25000,AT1G08090,3.044375e-05
AT1G30730,AT5G53110,3.044265e-05
AT5G67450,AT5G48430,3.043377e-05
AT4G21410,AT5G07440,3.042697e-05
AT2G17740,AT1G37130,3.0411059999999998e-05
AT4G35180,AT2G39200,3.0403407000000004e-05
AT1G72300,AT2G19190,3.0386900000000002e-05
AT5G13930,AT1G61380,3.0370293e-05
AT1G30720,AT3G29034,3.0358724000000004e-05
AT5G67450,AT5G46330,3.0355019999999998e-05
AT3G19930,AT2G38900,3.0310555e-05
AT1G14780,AT5G66420,3.0308000000000002e-05
AT1G02450,AT3G46280,3.0299872e-05
AT4G21410,AT1G08090,3.0291754e-05
AT2G42360,AT1G72300,3.0282442999999998e-05
AT4G39400,AT2G39200,3.0282241e-05
AT5G59080,AT5G53460,3.0254553999999997e-05
AT5G53460,AT3G21080,3.0244912e-05
AT4G33430,AT1G19380,3.0241476e-05
AT4G38560,AT2G36690,3.0235378000000002e-05
AT5G07440,AT3G21080,3.0211783999999997e-05
AT2G01950,AT4G31550,3.0197949e-05
AT4G28140,AT4G01700,3.0197312000000003e-05
AT1G05300,AT3G45060,3.0188401e-05
AT2G25000,AT4G39400,3.0183262e-05
AT4G21410,AT3G59880,3.0114855999999998e-05
AT3G50470,AT1G51680,3.0092984e-05
AT3G48650,AT1G77380,3.0047184000000002e-05
AT3G50470,AT1G61360,3.0039386e-05
AT5G40780,AT5G59080,3.0018173000000003e-05
AT1G37130,AT2G25000,3.0006090000000003e-05
AT5G66420,AT2G30360,3.0005594e-05
AT1G30730,AT2G38900,2.9995153000000002e-05
AT4G27730,AT1G49000,2.9993902e-05
AT2G39200,AT4G38560,2.9943373999999997e-05
AT3G26210,AT1G51620,2.9908096999999998e-05
AT4G08850,AT1G51890,2.9901032e-05
AT3G19010,AT1G51890,2.9896716999999998e-05
AT4G21410,AT4G28140,2.9892311e-05
AT4G38560,AT2G39530,2.9870533999999998e-05
AT1G35160,AT2G44370,2.9860664999999998e-05
AT4G24160,AT3G50470,2.9857161e-05
AT1G21670,AT3G52450,2.9852126e-05
AT1G30730,AT3G19930,2.9846810999999997e-05
AT3G25882,AT2G38900,2.9844225e-05
AT1G77380,AT2G38900,2.9840778e-05
AT3G19930,AT4G24160,2.9821922e-05
AT4G31800,AT1G51890,2.9817453000000002e-05
AT5G40780,AT4G38560,2.9808645e-05
AT1G61360,AT3G19930,2.9793600000000002e-05
AT2G39530,AT4G31550,2.9791907e-05
AT1G51890,AT5G06950,2.9784640000000006e-05
AT2G22122,AT5G04140,2.9763425000000002e-05
AT5G55050,AT3G45060,2.9751804000000003e-05
AT1G51680,AT4G01250,2.9751138e-05
AT1G64170,AT4G33430,2.9736151e-05
AT2G17740,AT5G46330,2.9729892e-05
AT1G30730,AT1G64280,2.9712974e-05
AT1G14780,AT4G31800,2.9695240000000003e-05
AT2G44370,AT2G30360,2.9680820000000004e-05
AT1G51890,AT1G51680,2.9677566999999998e-05
AT5G20480,AT2G15620,2.9667051000000002e-05
AT2G30360,AT5G20480,2.9665629e-05
AT1G30730,AT5G54160,2.9663826e-05
AT5G46330,AT1G65490,2.9646455000000002e-05
AT3G52450,AT3G50470,2.9635264999999998e-05
AT3G19450,AT2G42360,2.9624618e-05
AT3G48650,AT1G37130,2.9619056000000002e-05
AT3G25882,AT3G52450,2.9585967999999997e-05
AT2G36690,AT5G20480,2.9566916e-05
AT1G70530,AT5G01540,2.9557059e-05
AT5G10450,AT1G65490,2.9550416e-05
AT3G29034,AT5G59080,2.9543351e-05
AT2G39530,AT4G01700,2.9538634000000002e-05
AT5G20480,AT1G52200,2.9537774e-05
AT3G45060,AT3G19010,2.9509823000000003e-05
AT2G38900,AT4G24160,2.9498127e-05
AT1G21670,AT2G30360,2.9496081e-05
AT2G22122,AT5G13930,2.9492116000000002e-05
AT4G21410,AT2G42360,2.9466970000000002e-05
AT1G30720,AT4G23210,2.9464274e-05
AT4G08850,AT1G70530,2.9447274e-05
AT5G20480,AT3G50470,2.943652e-05
AT5G53460,AT2G37710,2.941301e-05
AT1G70530,AT2G44370,2.938756e-05
AT4G24160,AT2G39200,2.9377259999999998e-05
AT1G61380,AT3G25882,2.9359915e-05
AT3G50480,AT1G14780,2.9326502e-05
AT4G33430,AT5G39580,2.9323420000000003e-05
AT1G49000,AT3G49780,2.9289195e-05
AT2G17740,AT2G31400,2.9288483000000003e-05
AT2G38900,AT1G30720,2.9286097e-05
AT2G25000,AT2G39200,2.9279721e-05
AT1G49000,AT5G39580,2.9279327e-05
AT2G38900,AT4G31550,2.9274834e-05
AT5G44585,AT1G08090,2.926167e-05
AT2G30490,AT3G52450,2.9250608000000003e-05
AT4G38560,AT2G30490,2.9243127e-05
AT2G41220,AT1G35160,2.9173509999999995e-05
AT2G30360,AT3G26210,2.9171073000000002e-05
AT4G31550,AT2G01950,2.9161778e-05
AT2G37710,AT1G37130,2.9153836e-05
AT5G66420,AT3G26210,2.9151735e-05
AT2G25470,AT3G22060,2.9128278e-05
AT2G36690,AT3G29034,2.9121185e-05
AT3G29034,AT5G67450,2.9114177e-05
AT3G19450,AT3G25882,2.9094587999999998e-05
AT2G36690,AT5G10450,2.9093921999999996e-05
AT1G08090,AT3G25882,2.9081113e-05
AT1G77380,AT3G46280,2.9041597000000002e-05
AT1G51620,AT4G30190,2.9018436000000002e-05
AT3G21080,AT1G37130,2.8998618e-05
AT1G21670,AT5G40780,2.8991386000000003e-05
AT1G15950,AT2G39200,2.8972914e-05
AT1G02450,AT2G37040,2.8966306e-05
AT3G29034,AT1G61360,2.8964607e-05
AT4G21870,AT4G01250,2.8955224e-05
AT1G35160,AT1G37130,2.8952036e-05
AT3G21080,AT1G61360,2.8943773999999998e-05
AT2G31400,AT4G30190,2.8939396999999998e-05
AT3G45060,AT2G37040,2.8905264e-05
AT2G22122,AT4G01700,2.8899802e-05
AT3G50470,AT1G37130,2.8897804e-05
AT2G22122,AT3G52450,2.8890877999999998e-05
AT4G30190,AT4G21870,2.8885173e-05
AT4G39400,AT4G08850,2.8883067e-05
AT1G14780,AT4G31550,2.8876573e-05
AT1G65690,AT1G64170,2.887518e-05
AT1G65490,AT1G15950,2.8856538999999997e-05
AT1G14780,AT1G61360,2.8856013e-05
AT1G51680,AT2G25000,2.8840297e-05
AT3G26210,AT1G37130,2.8840243e-05
AT4G08850,AT1G35160,2.8831999999999998e-05
AT5G39580,AT2G31400,2.8818422000000002e-05
AT4G30190,AT3G22060,2.881505e-05
AT5G50200,AT1G02450,2.8800643e-05
AT2G42360,AT4G21870,2.8779685e-05
AT1G72300,AT4G28140,2.8769646e-05
AT1G65690,AT3G21080,2.8756504e-05
AT1G30720,AT5G20250,2.8744314e-05
AT1G35160,AT3G26210,2.8743631999999998e-05
AT1G08090,AT5G13930,2.8714709e-05
AT5G07440,AT4G01250,2.86729e-05
AT5G55050,AT4G31550,2.8627940000000004e-05
AT5G13930,AT3G46280,2.8609682e-05
AT4G35180,AT1G08090,2.8580474e-05
AT1G05300,AT4G38560,2.8571198e-05
AT3G29034,AT1G08090,2.856487e-05
AT5G13930,AT2G31400,2.8536631000000002e-05
AT2G38900,AT1G21670,2.8535181999999998e-05
AT3G50480,AT5G46330,2.8507413e-05
AT3G52450,AT1G64170,2.8502181999999997e-05
AT1G77380,AT2G37040,2.8501245e-05
AT5G06950,AT3G50470,2.8480619999999998e-05
AT5G50200,AT2G30360,2.8469765e-05
AT1G65490,AT2G37040,2.8462726e-05
AT2G37040,AT4G01250,2.8429315e-05
AT2G25000,AT3G19930,2.8415679999999998e-05
AT4G24160,AT1G08090,2.8413546e-05
AT1G51680,AT5G44585,2.8355473000000003e-05
AT2G30490,AT2G41220,2.832587e-05
AT4G39400,AT1G12940,2.8323920000000003e-05
AT3G29034,AT5G39580,2.8323784e-05
AT1G51680,AT2G42360,2.8321429e-05
AT1G02450,AT3G59880,2.8312694e-05
AT2G19190,AT4G35180,2.8306556e-05
AT1G72300,AT2G36690,2.8297556e-05
AT2G41220,AT3G25882,2.8295603999999998e-05
AT4G35180,AT5G48430,2.8292638e-05
AT5G53110,AT5G66420,2.8279418999999998e-05
AT4G31800,AT2G44370,2.8276438e-05
AT5G53110,AT2G31400,2.8275073000000003e-05
AT2G01950,AT1G15950,2.8260698000000003e-05
AT1G30730,AT4G01250,2.8243179999999996e-05
AT1G15950,AT3G48650,2.8240189e-05
AT2G30490,AT4G21870,2.8229375e-05
AT1G52200,AT5G46330,2.8210636e-05
AT5G53110,AT4G21410,2.820242e-05
AT2G38900,AT2G01950,2.8199232e-05
AT5G06950,AT2G15620,2.8190023000000002e-05
AT2G42360,AT1G37130,2.8184115e-05
AT5G20250,AT2G01950,2.8165243e-05
AT1G64280,AT2G37040,2.8151329999999998e-05
AT3G59880,AT2G37710,2.8123888e-05
AT3G46280,AT3G26210,2.8119712e-05
AT3G29034,AT2G37040,2.8117640000000003e-05
AT2G02220,AT1G02450,2.8099074999999998e-05
AT3G48650,AT1G72300,2.8085174999999998e-05
AT4G35180,AT3G49780,2.80636e-05
AT1G14780,AT1G37130,2.805941e-05
AT2G44370,AT5G40780,2.8053932e-05
AT5G06950,AT1G64170,2.8048409999999998e-05
AT3G26210,AT5G48430,2.8032573000000003e-05
AT1G19380,AT2G30490,2.8028726000000003e-05
AT5G40780,AT1G51620,2.8020708e-05
AT4G28140,AT2G39200,2.8006894e-05
